avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv_range,nickname,selection_region,top_follower_demographics,username,gmv,video_gmv,live_gmv,batch_name
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ee3ebf4a24ba1bb34e3fc291ac714cd7~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2cd2bd79&x-expires=1784728800&x-signature=xe4gsQph3N%2BJBkYbDi4UNhik9vI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1487,243,"['604968', '601450', '700645']",UYx7WAAAAACOV4AEeERJl-yievH_HBssexYHRnBYGOviegEOWEroGg,69337,"{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",jayradespoy08,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6063}}",diannehopeshop,"{'amount': '9120.1832', 'currency': 'USD'}","{'amount': '1053.263204', 'currency': 'USD'}","{'amount': '7909.646325', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8dbcc17363983350ee5e322cde930dd4~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c3e41e36&x-expires=1784728800&x-signature=S6Z%2BnWngKiX3MpYXHexIElsv7BQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,7673,"['603014', '605196', '604579']",LohTlwAAAACOV4AEeERJl-yievH_HBss9L6ypSqRdCBr1qaFWWBsew,145553,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Puhzho,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 3818}}",pgt5588,"{'amount': '120490.765465', 'currency': 'USD'}","{'amount': '119233.405196', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/fe834fddaac419759cf3c3705029f762~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=59150b2b&x-expires=1784728800&x-signature=1u1pk1xWsBpZJopzO0mjIk4tnww%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},319,2850,"['700645', '601450', '602284']",jhqppgAAAACOV4AEeERJl-yievH_HBssRVe_hz-tApoyT-xCyf5fTg,8430,{'formatted_range': '₱10K+'},Rbs By Kim Dela Cerna,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4371}}",rbsbykimdelacerna0014,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a2ffda7cb7fa07fbdc91b8df95a39e38~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=294a0c4d&x-expires=1784728800&x-signature=2oXQe5nHOSxqFYMRkG0qi%2F%2Bbb90%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1240,"['601739', '824584', '700645']",TZBqFQAAAACOV4AEeERJl-yievH_HBss0U78bgZmIWLM19_nOQkYEA,11179,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Ms. Kaye 🌸,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2256}}",kayeannsigno,"{'amount': '24732.513973', 'currency': 'USD'}","{'amount': '24710.28046', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6d2a4cb2b32bc04580e3ba0ca99ccf12~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=97a1b9f8&x-expires=1784728800&x-signature=zhXIEpnPkyaaaqzxbGzFMw7Jn6c%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,607,"['700645', '603014', '824328']",czwgWgAAAACOV4AEeERJl-yievH_HBssegBlVWi6zXnihu87zNAJog,53352,{'formatted_range': '₱10K+'},John Benedict,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 7229}}",johnbenedictabell3,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/0f74dedfb382b7889f17e48c6a32ae82~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=719e797c&x-expires=1784728800&x-signature=xutRAyZJ1ljqv7e6sdydxxNTADc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1172,678,"['601152', '603014', '600024']",yFp-1AAAAACOV4AEeERJl-yievH_HBssQ0h3lAMXWsxC1FoRTGmWoQ,26498,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Jolenxbudol 🪬🧿,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5837}}",jolenxbudol,"{'amount': '26734.288254', 'currency': 'USD'}","{'amount': '25468.374684', 'currency': 'USD'}","{'amount': '1181.018195', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3420b1c423c896e37cea6df63f64daae~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=eaaa4609&x-expires=1784728800&x-signature=fFcjJUZcssmO9dl5438BiE6RA%2B8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1034,2149,"['603014', '700645', '605196']",7QDUZgAAAACOV4AEeERJl-yievH_HBsstpuiohrbhNpyjaIE8D9qEQ,91745,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",idle mics,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4975}}",idlemics,"{'amount': '12311.063758', 'currency': 'USD'}","{'amount': '11841.116369', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/28bcfba61bfa0d5f95888f17fd398039~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e7f24184&x-expires=1784728800&x-signature=edaq9XPgz%2BGdCzcOKnWf4udT3XU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},6563,2250,"['601450', '600001', '605196']",OltRYwAAAACOV4AEeERJl-yievH_HBssptAMM-od7os2hPPL4SrIdA,849594,{'formatted_range': '₱10K+'},Star shop ⭐️⭐️⭐️⭐️⭐️,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5457}}",userstarstore,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4810c52703124d62b2c3ef3b457c169d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=89d93db5&x-expires=1784728800&x-signature=zJZ15ILqHyFVTMW1e%2FuuZgqR9vk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1098,"['700645', '600001', '824584']",DUoTHQAAAACOV4AEeERJl-yievH_HBsscFqbUTb80eigg19QfPCQiw,7980,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",.recosbyjpg,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5996}}",.recosbyjpg,"{'amount': '17387.410578', 'currency': 'USD'}","{'amount': '17371.63484', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/536ece4288ec5eeba2d8d7b284a68608~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e65e98d4&x-expires=1784728800&x-signature=L7RmNeaUxDltRI5l79Zv680qZlE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['700645', '603014', '604453']",kXsIAwAAAACOV4AEeERJl-yievH_HBssP-X9EsGUvEmk7mgmETat7Q,146641,{'formatted_range': '₱10K+'},Ken Skin Official 🌷,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 3563}}",ken_finds0,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ffa3b98ee060fd21559bc1f39585cb97~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=cc2505d2&x-expires=1784728800&x-signature=bRtEFAXLQwnKJ8ybrcpPnwY%2Begk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},940,6013,"['601450', '601152', '700645']",gAkCTAAAAACOV4AEeERJl-yievH_HBss1hUBxjM6QsBs4MMBT3yQ0w,135087,{'formatted_range': '₱10K+'},shakiraaa,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 4521}}",dumpshkz,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/c7768148b1a432493570ebc127c9423f~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c0933956&x-expires=1784728800&x-signature=5fH5J7cmeNu0pvAu0os9gz1K%2Bro%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2006,"['601739', '600001', '603014']",IVWpQgAAAACOV4AEeERJl-yievH_HBssqlw0rC2q4nEZ5Oi8YRXvTg,15041,{'formatted_range': '₱10K+'},jklapparel,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4657}}",jkl.apparel,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/547cb2c598ac991d20a9fa91b3e9367e~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d872fe8c&x-expires=1784728800&x-signature=RVuG4K5IvGFuIGotzVxu1YtfhIg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1799,"['604453', '602118', '604579']",zU_JqwAAAACOV4AEeERJl-yievH_HBss9OGAzKAKcLxZE1aSQQ8-rQ,137860,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Shane Finds Ph,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5454}}",sweetsixtiin,"{'amount': '100209.07463', 'currency': 'USD'}","{'amount': '100128.845069', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-useast2a-avt-0068-giso/4a4ca4208e8d84243b34a95304b623a1~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=2e228958&x-expires=1784728800&x-signature=lhQwbGug32nCNNQ24UmvBMq7LZ0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2785,10186,"['601450', '700645', '700437']",ALC5vAAAAACOV4AEeERJl-yievH_HBsso_gxi2ovZNTTUSuiebdaUA,436739,{'formatted_range': '₱10K+'},MY DREAM SKIN PH,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7219}}",mydreamskinph,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a3f19bb47acde69acb9673c24b73fa71~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=cc824393&x-expires=1784728800&x-signature=MZZX97VQxHP%2FJqKUzQw7J0XIh9A%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,479,"['700645', '603014', '601152']",W2l2dQAAAACOV4AEeERJl-yievH_HBss45UUwp6FdxW0t24-kiqzlw,12790,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Anverfinds❣︎,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5975}}",anverfinds,"{'amount': '30064.644763', 'currency': 'USD'}","{'amount': '29934.458066', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3cce42d34562d044295f329065bf7660~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=dd2b9329&x-expires=1784728800&x-signature=CP4snwuzvqMtr9CxlbQFu9LMEpc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,709,"['700645', '601450', '700437']",S_fKoQAAAACOV4AEeERJl-yievH_HBssVPFrXmuxvlk6Z755sLL-Ug,5218,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",jhazfinds✨,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4327}}",jhaz_finds,"{'amount': '31045.62013', 'currency': 'USD'}","{'amount': '30990.658431', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2cf04e0f91231ffea781363ce53ef24a~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3b29bcee&x-expires=1784728800&x-signature=reWn7ZaMhCd6UjPk6wYXsGdSVuE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},288,271,"['700645', '601450', '601352']",MuzJGQAAAACOV4AEeERJl-yievH_HBssE4NNh3Lkx8x-fafV30hEuQ,6479,{'formatted_range': '₱10K+'},Ms.May,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4168}}",mayannshop25,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8f589ed8a224f7446de9c23d862ccb90~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=0f3bdb32&x-expires=1784728800&x-signature=c3lW9fB1eCHi%2BK69m6BJrID0qVw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,958,"['601450', '700645', '605248']",8g_J4AAAAACOV4AEeERJl-yievH_HBsssG1XfIEH8s9pIe-sdpoZPw,24816,{'formatted_range': '₱10K+'},Deniz Goker,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4826}}",gokerdeniz,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/424e42d5715700b97fe252bfb8c32da2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a0c0ff26&x-expires=1784728800&x-signature=C%2BUMV8Z9b83Hjxs6nOqIIf4ryPc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,990,"['601152', '600942', '604453']",SvTVPAAAAACOV4AEeERJl-yievH_HBss_RfRMvRJAFxSd_QfSiwczw,144421,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",julia_ryanna,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 3024}}",ryanna_sabine,"{'amount': '108220.74893', 'currency': 'USD'}","{'amount': '107192.960236', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/cab74b0279aa006220c635efa26696e0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=303d029b&x-expires=1784728800&x-signature=HBsZfKqTagouMmvTSFpKC%2BfCse0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2281,"['601450', '700645', '601739']",0QTWoQAAAACOV4AEeERJl-yievH_HBssAl7331MDZZwhWwgNoPcLsg,238724,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",EllaAguinaldo,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2814}}",ellapark.12,"{'amount': '160455.336558', 'currency': 'USD'}","{'amount': '160381.524722', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2ace658ac47d0c29acf08927ed94fe76~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=61f3c513&x-expires=1784728800&x-signature=Ah3ifO0mrVhZKBPHbBnJRMepgrg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,594,"['601450', '700645', '601152']",XpDafQAAAACOV4AEeERJl-yievH_HBssRnbFeSaPkeEH8PKh54L-RA,18929,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",imjmllfnds,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4350}}",imjmllfnds,"{'amount': '16088.169901', 'currency': 'USD'}","{'amount': '15953.046915', 'currency': 'USD'}","{'amount': '3.654263', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0d2d4c8f9ed14622e6993b8d8f407105~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b7707f85&x-expires=1784728800&x-signature=qsmTyFJU8BbXeru7lyEJOGda44s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,913,"['700645', '604206', '601739']",1H0qfAAAAACOV4AEeERJl-yievH_HBssOju7XotNtIFnx-xkE6DLUg,28342,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",⋆. 𐙚 IG: chelc_cooky ⋆˚𝜗𝜚˚⋆,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 7092}}",chelc_cooky,"{'amount': '15523.849028', 'currency': 'USD'}","{'amount': '15270.465021', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/faf24371e3168511f4fae8a212942675~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9caced97&x-expires=1784728800&x-signature=QnHZQU%2BgQ129F2VmExwTzThimHI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,273,"['601450', '700645', '601739']",D2EyawAAAACOV4AEeERJl-yievH_HBssx4jUeDcSTWIO06PDp3g3LA,3563,{'formatted_range': '₱10K+'},Aima,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4036}}",noraimahsowaib,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/f7459695de03858ac491b91573aa29a0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f209bf82&x-expires=1784728800&x-signature=%2BYXJJOSi2XUDRlORg2MlT1kNoDk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,506,"['700645', '605248', '601450']",TXrW7gAAAACOV4AEeERJl-yievH_HBssF6MfpK1pOICa1W6wWKDBCw,138648,{'formatted_range': '₱10K+'},Leah So,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6116}}",itsleahso,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/372c85ab504df65d3dd3d69f4112820f~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=51b066fb&x-expires=1784728800&x-signature=OjXlaJl%2B7siISQAaip0Gcc92vj4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},10288,3873,"['601450', '600001', '601152']",_Xyc4QAAAACOV4AEeERJl-yievH_HBssvZQR5q95zReEgGdfdXAr_w,507790,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Filipino Super Mom,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5077}}",filipinosupermom,"{'amount': '106145.088387', 'currency': 'USD'}","{'amount': '102378.485084', 'currency': 'USD'}","{'amount': '3281.350437', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d465aad05afa584f977e108c1f1021d2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=8d038578&x-expires=1784728800&x-signature=LWBVMk6xIW%2FU6g2GsCeLA3dFpjA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1382,162,"['700645', '604453', '600154']",QxEZvAAAAACOV4AEeERJl-yievH_HBssOTqDiKPqEe7OGH2g21KFcA,16936,{'formatted_range': '₱10K+'},user at daily ➕patches here,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_45_54', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4834}}",lyza_gc,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1ae8b7a49a2dbcff223fbce1b1acf106~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d72afe08&x-expires=1784728800&x-signature=cgv47hSiWSJk3jUEy%2FTPw4G%2FRnM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},343,268,"['601739', '600024', '700645']",C3gVsQAAAACOV4AEeERJl-yievH_HBsssWGMYBwv8-PifmNQvTLwyQ,6110,{'formatted_range': '₱10K+'},Claudiaaa,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4376}}",claudfinds3,,,,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d6415f1f49010b6e12be96556dcddfcc~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1d7e5988&x-expires=1784728800&x-signature=Ca%2BbL4PsHKq81rreaLZm5%2BzJ57k%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,858,"['600154', '824328', '604968']",ArTwKwAAAACOV4AEeERJl-yievH_HBss0U6AnbQezRGzFBCLjiueQw,98999,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",J’s lawn,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4589}}",happyselling25,"{'amount': '143595.422475', 'currency': 'USD'}","{'amount': '143595.422475', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/5680776e7d6dadff4b8d3215a9cd70b2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=b94d54d7&x-expires=1784728800&x-signature=ooNfEbQLaOEHmGXyilQDEdVLW3g%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},24285,6867,"['601450', '601152', '700645']",9oTnHwAAAACOV4AEeERJl-yievH_HBssVzA1l0lB8bZTot4rYLqNgQ,99919,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Gwen Zamora,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4602}}",gwenzamora_,"{'amount': '23146.608424', 'currency': 'USD'}","{'amount': '18985.891308', 'currency': 'USD'}","{'amount': '4054.445772', 'currency': 'USD'}",GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/3866bcf261d6c329ecee229b75f14547~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=3f16f85e&x-expires=1784728800&x-signature=CtrKEoNJPA%2Fxxve0sgsevoBUBYE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,363,"['601450', '700645', '600001']",eYmzvwAAAACOV4AEeERJl-yievH_HBss7bFmmMiaJIFndIPqJVwCEg,74425,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",acnewithmary,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3884}}",marybarrientos,"{'amount': '24960.187987', 'currency': 'USD'}","{'amount': '24960.187987', 'currency': 'USD'}",,GMV_RANGE_10000_AND_ABOVE-UNITS_SOLD_RANGE_1000_AND_ABOVE
