avatar,avg_ec_live_uv,avg_ec_video_view_count,category_ids,creator_open_id,follower_count,gmv,gmv_range,live_gmv,nickname,selection_region,top_follower_demographics,username,video_gmv
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/1e2d78e2a0445ee544767c1daa82a46f~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4c52e52a&x-expires=1784552400&x-signature=Dei5%2BGY%2BWBtIkE65Z7eMExTd8nI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,830,"['601450', '700645', '602284']",r3RIqAAAAACOV4AEeERJl-yievH_HBss0RM8OTB5uXH2D5Zo4DTNpQ,10373,,{'formatted_range': '₱10K+'},mie shop.ph,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3287}}",mieshop.ph,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a577fc5dc13656ccdcefa43009c33e4d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a02bec7a&x-expires=1784552400&x-signature=n9cWryb%2B38sFZFdzvxsrvKmU0mg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},794,515,"['700645', '601450', '700437']",FAsdBAAAAACOV4AEeERJl-yievH_HBssbHTf3vNwVqjjq1J2f7BiFA,10455,"{'amount': '9858.911248', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",@ C A R E N 17❤,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4221}}",user.itscarenpakyut17,"{'amount': '361.699149', 'currency': 'USD'}","{'amount': '9449.037458', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/7328103349897658369~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=42dc2111&x-expires=1784552400&x-signature=IJXNoZMSDK8N%2BMszdzOuel8Arok%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},27989,2953,"['700437', '601450', '600001']",BiLC3QAAAACOV4AEeERJl-yievH_HBssLh_3207fH-Vc7ZLUHboxsg,148438,,{'formatted_range': '₱10K+'},gheorano,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4705}}",kagandahan0828,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8fcb9eb2fc5bb5f2e207c6e5286b29a8~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=202f5794&x-expires=1784552400&x-signature=SFu9gN%2B2n0nTkGs%2BtuMDkTCwnzY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1668,635,"['601450', '700437', '604453']",eYq1gwAAAACOV4AEeERJl-yievH_HBss4hITBMxzfYSHqumnkHTkTA,135745,,{'formatted_range': '₱10K+'},👨‍👩‍👦ᴀʙᴊ ғᴀᴍ👨‍👩‍👦,PH,"{'age_ranges': ['AGE_RANGE_35_44', 'AGE_RANGE_25_34', 'AGE_RANGE_45_54'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5355}}",foryourbeautyph,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c69a81c5dd895eea5e7f14608e80b479~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=57ad4e99&x-expires=1784552400&x-signature=dqYTY5RDYsBT4jrKvWZaaQVssVA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,587,"['601450', '605248', '700645']",JnODogAAAACOV4AEeERJl-yievH_HBssl0iv78HGWsx5AMt8b0UHVA,9625,"{'amount': '14573.595123', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",House of Trend,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4364}}",randomrecos1111,"{'amount': '14573.595123', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/2177d005abf6e652d66c5c9c3fad1820~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1ef9bcd0&x-expires=1784552400&x-signature=sYoSC19LpznTstPqBlz7ySjkvmU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,334,"['604453', '600001', '601450']",Hbep2QAAAACOV4AEeERJl-yievH_HBssAWHTuGSRXFWZgOA_58UJAA,4551,"{'amount': '9843.184704', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'maximum_amount': '10000', 'minimum_amount': '1000'}",ligayatoledo,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5168}}",ligayatoledo,"{'amount': '6167.28753', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d86da11d7c2ade6fe4fba9a8b06cf7c5~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=fc6385f1&x-expires=1784552400&x-signature=5jBayBGOE3YcoJc9VaSeVcVNCJo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,683,"['700645', '601450', '700437']",1DiarAAAAACOV4AEeERJl-yievH_HBss2OldMkp1fTFtIEbbd1NT5w,11796,"{'amount': '11105.470743', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",BUY 1 TAKE 1 SHOP,PH,"{'age_ranges': ['AGE_RANGE_18_24', 'AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4597}}",buy1take1shop,"{'amount': '11099.255304', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/efaccfa5eb4e81197b3dddb1fc882849~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a6e4163b&x-expires=1784552400&x-signature=Djeod%2FMch1cCLsKO9dtAKN6DgHg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,255,"['601450', '700645', '700437']",amkzsQAAAACOV4AEeERJl-yievH_HBssEsIrTsgRyYIDj5ZX-HHXIA,16912,"{'amount': '15331.801806', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",🧿E TIKTOK SHOP🧿,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4190}}",mackey1967,"{'amount': '15331.801806', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/695d65c87aa8bb2233c9f7cd934a4543~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d3f487f2&x-expires=1784552400&x-signature=KtKV%2FxsP1diFF4uDnorBvyjGkIU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1601,"['700645', '601450', '601152']",Rpgj1gAAAACOV4AEeERJl-yievH_HBssU9q_bGVi64uEf_3iVFf__A,288677,"{'amount': '12202.703997', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Chinitaaaphiaadump!,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'MALE', 'percentage': 5001}}",chinitaaadumpp,"{'amount': '12125.691117', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/3d3f01a75e9e412ccadafd62f141aad2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=17b0e09a&x-expires=1784552400&x-signature=tuMHivzmamE2UrhnaFPRuxce0NM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,392,"['601450', '602284', '700645']",YO3ymgAAAACOV4AEeERJl-yievH_HBssc66lOEvzksUpTaW9EANeEA,1263,,{'formatted_range': '₱10K+'},JORGINA,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5617}}",auejelly,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/c8674964b8267516345683f54f7bcf1b~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=377e9ef1&x-expires=1784552400&x-signature=bahMmWiJCwiRc0%2Fa5hIIySm8HY4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1460,"['601152', '824328', '603014']",UYL3AgAAAACOV4AEeERJl-yievH_HBssiinZGsdxDnxhG_G1maG-Mg,82792,"{'amount': '134876.340556', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Anne Umpad,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_35_44'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3717}}",annetot160,"{'amount': '131485.738316', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/6ca8df716532e8628115087ffed0cd69~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=44d05fcf&x-expires=1784552400&x-signature=G2LDD960W1DHNzUQJj5YkVWPPMY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},989,3405,"['824328', '601152', '601352']",kE1ZFwAAAACOV4AEeERJl-yievH_HBssi6K9ul8Q7x1ujvFnvamAfQ,140012,,{'formatted_range': '₱10K+'},tram_fitss,PH,"{'age_ranges': ['AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5009}}",tram_fitss,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/019b0a775ff7acb9aece38fe6d56bdfd~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c743be2e&x-expires=1784552400&x-signature=hp%2FKJbIj8A9s45rOqU%2BOwq6nnfU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2192,"['603014', '824328', '700645']",j71zgAAAAACOV4AEeERJl-yievH_HBssJJ--VH09sm5b7uvvYxQ_bw,118519,,{'formatted_range': '₱10K+'},G.Gains,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 6543}}",g.gainsss,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/620ab30910d65465ec478b92ef1c029f~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4c7449aa&x-expires=1784552400&x-signature=nzwFzdiLuhfEbh1wBOVn3O48gBw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},3484,450,"['601450', '601739', '700645']",2fxIOwAAAACOV4AEeERJl-yievH_HBssxE92kw8lqBNpt921zVbEbg,14693,,{'formatted_range': '₱10K+'},nessa ʚଓ,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6154}}",beau.bunny,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a2e800068281e4b367690e620e0f92d9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c402249a&x-expires=1784552400&x-signature=ko3GE%2Fx4arZjfOK2HGn6CdXeJFg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,82,"['602284', '700437', '700645']",v-qaeAAAAACOV4AEeERJl-yievH_HBss24lkDT7ENzIh1J71BScsrw,17975,,{'formatted_range': '₱10K+'},The Practical Mommy Diaries🍒,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5630}}",adrielashermom,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/424e42d5715700b97fe252bfb8c32da2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ce79f5df&x-expires=1784552400&x-signature=d1xbdDiHPhFo3HQN42f%2F6atDk88%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1006,"['601152', '600942', '604453']",SvTVPAAAAACOV4AEeERJl-yievH_HBss_RfRMvRJAFxSd_QfSiwczw,144267,"{'amount': '108120.949235', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",julia_ryanna,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 3026}}",ryanna_sabine,"{'amount': '107087.499211', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/72674fd3b70cffe9d189fabb0ff82c81~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a33d4fec&x-expires=1784552400&x-signature=7dfctRR0PaDJdk6WNHkN6q%2BWWfk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,875,"['600001', '602118', '604579']",0QidEgAAAACOV4AEeERJl-yievH_HBssjfXE75YCjy_tbSTWjPNG5A,149935,"{'amount': '101138.731713', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",✨The Happy Cart✨,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4308}}",thehappy_cart,"{'amount': '100985.34307', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/5f8efd2e074abeaf4b31667faf69acc1~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=ec7e9255&x-expires=1784552400&x-signature=ztbdJXZbsox0gzgHKFbKSiSpCok%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,722,"['700645', '601450', '824328']",9toBuwAAAACOV4AEeERJl-yievH_HBssybtSCOP1oAXujr1YTbmp-Q,17852,,{'formatted_range': '₱10K+'},guilleahgrasyaaa,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4138}}",guilleahgrasya,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/aa510be4c9b8e8c0d10cb4edf2aeaed9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=469954b4&x-expires=1784552400&x-signature=1QR6SSMIlC9388ltM8eHMiAecpQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},186,2640,"['601352', '603014', '605248']",NDELewAAAACOV4AEeERJl-yievH_HBssRsqg__5uBn1rCcJqDQ1Nng,51839,"{'amount': '112970.437504', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",markmustang458,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 5099}}",markmustang458,"{'amount': '112868.92409', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/17cda3535314c7f746b930833c8bf804~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=51513179&x-expires=1784552400&x-signature=UOmIVUf6d33qYIAoSUrC0YDtXaE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,322,"['601450', '700645', '700437']",QPlaBwAAAACOV4AEeERJl-yievH_HBssDB8N82JxHEopXcxfKrdBOw,19293,,{'formatted_range': '₱10K+'},IG:ugc_owiestu,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3030}}",owiestu,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-maliva-avt-0068/5431b74553b6c1f661aa799948a99162~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=6e4f0e9c&x-expires=1784552400&x-signature=f2KD5NdWi2tlhXpoM1UkG4RlJzU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,756,"['700645', '601450', '600024']",ZKMhXgAAAACOV4AEeERJl-yievH_HBssquVotnXUb4QygiDSIfeAcg,114095,"{'amount': '30204.771191', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Rean❤️,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4915}}",anndyosa4,"{'amount': '30180.362769', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9ca8fd68683d6271b6232f8665513701~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=d8ccfad5&x-expires=1784552400&x-signature=BzC7Jd5DUbeKVDZaVUdhqmP4dcA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,10658,"['601450', '601152', '700645']",qIHLggAAAACOV4AEeERJl-yievH_HBssa56StrH3hS17zHNAcZiglA,122101,,{'formatted_range': '₱10K+'},Nory Martinez,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4795}}",iamnorymartinez,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/366a4b2724483b7cd4346911563ecd87~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=14208c62&x-expires=1784552400&x-signature=vU25F28W6SjzDAoPmIoAy0zGyMw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['601450', '700645', '605196']",h8nnWgAAAACOV4AEeERJl-yievH_HBssoEl4936KOjXn6rXFUUrMjA,8164,,{'formatted_range': '₱10K+'},Nurshey,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 3577}}",user5242823,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d90bf4b1ccb1f5f8caa446cda4320efd~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=1250afa1&x-expires=1784552400&x-signature=CDGDOdet6KyMgko3EFfZUnJChWo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,2305,"['601450', '700645', '601739']",SdnS4gAAAACOV4AEeERJl-yievH_HBssdaXQaxpnCcQ_2UrRU4v1uQ,14335,,{'formatted_range': '₱10K+'},disserie,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4976}}",disserieikina,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/4445c2f631a186dc5291e564c55d2196~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=64c8c8d1&x-expires=1784552400&x-signature=KmApR03YTs6paWdKXAKyozREjWo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},1076,3229,"['601450', '601352', '602284']",Sc9KpwAAAACOV4AEeERJl-yievH_HBss1nAQDY-rdf-XKFgdt5oXoQ,62684,"{'amount': '127307.145697', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",MRS. FONG 💎,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4089}}",tannygirl_,"{'amount': '124706.869799', 'currency': 'USD'}","{'amount': '2468.309367', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/ef9e395ba5fc44a493c31ce38dad6bc2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e53156a1&x-expires=1784552400&x-signature=FlZUSnNgx4nyr3oEb5%2F0G3mjf48%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,498,"['601450', '602284', '601152']",aoOJggAAAACOV4AEeERJl-yievH_HBsswqzboVemHarKqY7VdFlheQ,278059,,{'formatted_range': '₱10K+'},Claudine Y.,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 4998}}",preciousclaudineqt,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/18a0af1ea8ea2997fcd55348cdf95fd9~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=f0dd0afe&x-expires=1784552400&x-signature=BdukV04dHUY%2FcL78K9L%2BIFy%2BX5Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},821,1361,"['700645', '601450', '602118']",qUDRoQAAAACOV4AEeERJl-yievH_HBsssfMm6sHPdyD3tcPwkh4ANA,34363,"{'amount': '10817.815023', 'currency': 'USD'}","{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",🌿JCSHOP🦋,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6219}}",jenkaejeosyachefaybsherb,,"{'amount': '10739.296354', 'currency': 'USD'}"
{'url': 'https://p19-common-sign.tiktokcdn.com/tos-alisg-avt-0068/d94e3bac65930dc0d199bde8b3eda8a6~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=e7c91eb5&x-expires=1784552400&x-signature=Ysg1Y0wG%2FkucCAZZg%2FUrzqeRWbM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},149451,0,"['601450', '601739']",ZE1aDgAAAACOV4AEeERJl-yievH_HBssDD0Xrp6kw7H79ryxb5WCdQ,3623695,{'formatted_range': '₱10K+'},SHINNYSHINE,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4803}}",shinnyshine,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/0f50e1466f13d33f20716fbcaea591b0~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=4ae4482a&x-expires=1784552400&x-signature=8imqXZ1rvQqh7ZLZFCe55b4PIjU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,1227,"['601152', '700645', '601450']",-hzx4AAAAACOV4AEeERJl-yievH_HBssL7VeSddku78e5G4J_eKiWg,22940,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Regina Phalange ✈️,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5405}}",everygirl88,"{'amount': '105000.357991', 'currency': 'USD'}","{'amount': '104893.559936', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/1c476ceb45b511cb5b682e20a28bc151~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=8a58f98f&x-expires=1784552400&x-signature=tyzjczM24VOHzNiKmvWL3sXR8ak%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,0,"['700645', '601450', '601152']",xaDDowAAAACOV4AEeERJl-yievH_HBsspMhDH8P8YhXWPBCFYHaN-g,253,{'formatted_range': '₱10K+'},pslekeoo83,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 2094}}",pslekeoo83,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/a6425041d88228b58b912b937398b992~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=a666b8e7&x-expires=1784552400&x-signature=BAWbdRe0qB0JjUb9Qo6QtyeT6bY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2093,1344,"['601450', '700645', '700437']",x-dyKgAAAACOV4AEeERJl-yievH_HBsssHBoyKEQ3GRvM6ctsXNkkQ,92128,{'formatted_range': '₱10K+'},GorgeousJeanGray,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 5156}}",gorgeousjeangray,,,
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/872d4c24adce558ea9d1e48cbe233cb2~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=bea649a2&x-expires=1784552400&x-signature=4X%2Fl8WOviwzNzqxWcP7Qi9LeSfc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,677,"['601450', '700645', '601739']",4OhxagAAAACOV4AEeERJl-yievH_HBss6cPMR3OdGcGtY4OW9Z4lQA,52357,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",cj 👑,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'FEMALE', 'percentage': 4828}}",cee_j30,"{'amount': '17284.150571', 'currency': 'USD'}","{'amount': '17282.336841', 'currency': 'USD'}",
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/8567e2f95d4bd8c7a7723dd3e8b25c3d~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=9c0a6a35&x-expires=1784552400&x-signature=NoD7gkkLSqnhdpHwwguTlsOXcp0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},0,550,"['601450', '700645', '700437']",uu21zwAAAACOV4AEeERJl-yievH_HBss-YuELNAGpXIYKjltn5Y3ag,13629,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",Ms. Erika ౨ৎ˚,PH,"{'age_ranges': ['AGE_RANGE_25_34', 'AGE_RANGE_18_24'], 'major_gender': {'gender': 'FEMALE', 'percentage': 6687}}",erika.recos,"{'amount': '29982.001411', 'currency': 'USD'}","{'amount': '29968.229076', 'currency': 'USD'}","{'amount': '9.563485', 'currency': 'USD'}"
{'url': 'https://p16-common-sign.tiktokcdn.com/tos-alisg-avt-0068/9a28e2c8ad136d1553ee412e1c4cd98e~tplv-tiktokx-cropcenter:720:720.webp?dr=14579&refresh_token=c87f3f89&x-expires=1784552400&x-signature=9fKFJXcQ3kw%2Bxycn1zKdco%2FzPy8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=39dffb78&idc=my2'},2052,773,"['601450', '700645', '605248']",F_KangAAAACOV4AEeERJl-yievH_HBssFzqBPki55gqWUdbSvAClHQ,61875,"{'currency': 'USD', 'formatted_range': '₱10K+', 'minimum_amount': '10000'}",John Evangelista,PH,"{'age_ranges': ['AGE_RANGE_25_34'], 'major_gender': {'gender': 'MALE', 'percentage': 3943}}",johnlleryevangelista,"{'amount': '14934.303688', 'currency': 'USD'}","{'amount': '14402.481302', 'currency': 'USD'}","{'amount': '102.899078', 'currency': 'USD'}"
